Employee_ID,Age,Experience_Years,Department,Education,Gender,Performance_Rating,Training_Score,Attendance_Percentage,Projects_Completed,Salary,Promotion
738,,11,IT,PhD,Male,4.0,81.0,88.13,13,63083,Yes
739,46.0,9,Sales,Masters,Female,4.0,73.0,93.38,11,55494,Yes
740,56.0,19,Finance,,Male,4.0,,62.25,7,89491,No
741,21.0,17,IT,Bachelors,Female,5.0,70.0,89.9,12,79406,Yes
742,28.0,10,Finance,PhD,Male,4.0,69.0,94.03,7,58150,Yes
743,55.0,1,Sales,PhD,Male,1.0,,71.45,11,29350,No
744,35.0,17,Finance,Masters,Female,4.0,57.0,85.62,7,77129,No
745,42.0,6,Marketing,PhD,Male,,94.0,72.57,7,39104,No
746,34.0,14,Marketing,Masters,Male,3.0,97.0,98.32,10,70433,No
747,46.0,10,Finance,PhD,Female,3.0,56.0,61.34,14,58689,No
748,48.0,17,IT,,Female,5.0,77.0,83.19,10,79567,Yes
749,43.0,11,IT,,Female,3.0,53.0,66.66,8,58348,No
750,34.0,5,IT,,Male,5.0,,88.49,9,44390,Yes
751,,19,Finance,Bachelors,Male,5.0,64.0,67.04,9,88811,Yes
752,22.0,12,IT,Bachelors,Male,4.0,54.0,69.42,2,60181,No
753,46.0,19,Sales,PhD,Female,1.0,,79.77,13,78644,No
754,34.0,15,Marketing,,Male,4.0,95.0,96.59,13,73873,Yes
755,27.0,17,Sales,Masters,Male,4.0,61.0,68.47,7,78394,Yes
756,23.0,9,IT,Masters,Male,5.0,42.0,65.77,7,55534,No
757,43.0,7,Sales,Masters,Male,5.0,,90.36,4,51844,Yes
758,38.0,17,IT,Bachelors,Male,3.0,94.0,80.02,9,77939,No
759,58.0,0,Finance,,Male,3.0,,96.47,8,27475,No
760,55.0,7,Sales,PhD,Male,4.0,96.0,65.86,12,45774,Yes
761,,5,Finance,PhD,Female,2.0,83.0,85.84,1,42283,No
762,,4,Finance,Masters,Female,2.0,73.0,69.32,2,31446,No
763,57.0,14,HR,Bachelors,Female,3.0,74.0,66.27,13,63108,No
764,48.0,14,IT,Masters,Male,2.0,89.0,87.34,13,64239,No
765,,1,Marketing,PhD,Male,3.0,40.0,83.75,2,29931,No
766,59.0,0,IT,PhD,Female,5.0,91.0,90.19,12,29053,No
767,37.0,10,Marketing,Masters,Male,4.0,60.0,72.38,12,57537,No
768,59.0,9,IT,PhD,Female,1.0,68.0,77.92,11,50361,No
769,,17,Finance,Masters,Male,4.0,,76.22,8,75245,No
770,46.0,17,Sales,Bachelors,Male,3.0,76.0,99.36,1,74720,No
771,45.0,16,Sales,Masters,Female,3.0,40.0,71.69,4,77469,No
772,37.0,7,HR,Bachelors,Female,,90.0,71.79,10,51741,Yes
773,33.0,14,Marketing,Bachelors,Female,3.0,,74.18,12,68105,No
774,40.0,7,Marketing,PhD,Female,2.0,66.0,82.58,5,42922,No
775,45.0,16,Marketing,PhD,Female,2.0,,70.09,9,69513,No
776,24.0,11,Finance,PhD,Male,3.0,92.0,96.61,7,63030,No
777,30.0,7,Marketing,,Male,3.0,55.0,70.63,8,44801,No
778,23.0,13,Sales,Masters,Male,2.0,83.0,95.83,14,64981,No
779,38.0,3,Finance,PhD,Female,3.0,,64.14,11,38221,No
780,56.0,0,IT,Masters,Female,3.0,93.0,86.26,9,27502,No
781,42.0,0,Marketing,PhD,Female,4.0,79.0,96.28,13,29038,No
782,54.0,18,Marketing,Masters,Female,1.0,65.0,66.75,7,77229,No
783,28.0,15,IT,Bachelors,Female,2.0,,98.73,5,73449,No
784,39.0,13,Marketing,Bachelors,Female,4.0,67.0,78.12,13,62364,Yes
785,57.0,15,IT,PhD,Male,1.0,40.0,97.83,5,63800,No
786,26.0,4,Finance,,Male,3.0,75.0,87.07,10,38958,No
787,46.0,8,Sales,Masters,Male,3.0,49.0,72.06,11,54096,No
788,54.0,1,IT,Bachelors,Male,4.0,82.0,67.53,6,33436,No
789,26.0,17,HR,Bachelors,Male,3.0,,72.15,5,76793,No
790,57.0,5,IT,,Female,5.0,96.0,63.72,13,48160,Yes
791,,8,Marketing,Bachelors,Female,,98.0,65.75,12,47179,Yes
792,42.0,0,Finance,PhD,Female,,62.0,64.19,11,20873,No
793,41.0,8,Finance,Bachelors,Female,4.0,46.0,76.92,9,50960,No
794,26.0,15,IT,Bachelors,Female,,83.0,91.82,3,65186,No
795,26.0,12,Sales,Masters,Female,4.0,92.0,65.66,3,59773,Yes
796,24.0,8,HR,Bachelors,Male,3.0,46.0,65.21,7,49460,No
797,50.0,12,Finance,Bachelors,Female,3.0,83.0,85.74,7,57352,No
798,31.0,8,Marketing,PhD,Female,5.0,54.0,67.89,6,55943,No
799,50.0,10,Marketing,Bachelors,Female,5.0,,63.9,3,60202,Yes
800,51.0,3,Sales,,Female,5.0,85.0,66.67,14,39344,No
801,44.0,1,Finance,Bachelors,Male,1.0,84.0,96.95,13,24507,No
802,29.0,5,IT,Bachelors,Male,5.0,43.0,92.86,7,44830,No
803,23.0,13,Marketing,PhD,Female,1.0,53.0,74.16,5,56117,No
804,51.0,3,Sales,Masters,Male,5.0,53.0,86.23,7,34481,No
805,57.0,5,Finance,PhD,Male,1.0,55.0,81.49,2,36287,No
806,56.0,18,Finance,PhD,Female,4.0,46.0,87.08,6,83802,No
807,,5,Finance,PhD,Female,4.0,71.0,87.31,14,46298,Yes
808,51.0,1,Finance,Masters,Female,3.0,58.0,85.15,8,28477,No
809,26.0,17,Finance,Bachelors,Female,1.0,41.0,70.64,1,74533,No
810,22.0,12,Marketing,PhD,Female,2.0,49.0,61.56,4,55243,No
811,40.0,8,Sales,PhD,Male,3.0,89.0,78.22,11,52012,No
812,48.0,18,Finance,,Female,4.0,56.0,95.64,1,77865,No
813,31.0,12,HR,PhD,Female,1.0,76.0,82.78,14,62753,No
814,24.0,10,HR,Bachelors,Female,5.0,51.0,93.3,1,60329,No
815,35.0,0,Sales,Masters,Male,2.0,45.0,99.66,10,19603,No
816,26.0,6,IT,Bachelors,Female,4.0,,66.54,12,46756,Yes
817,50.0,14,IT,Bachelors,Female,3.0,,87.67,14,67018,No
818,58.0,0,IT,Masters,Female,1.0,,86.97,14,22192,No
819,22.0,11,HR,PhD,Male,2.0,59.0,99.2,11,54015,No
820,35.0,6,IT,Bachelors,Female,1.0,40.0,99.42,8,44850,No
821,31.0,14,Marketing,Bachelors,Female,5.0,93.0,87.47,7,70380,Yes
822,28.0,18,Finance,Bachelors,Female,3.0,86.0,69.74,12,78770,No
823,46.0,0,HR,Bachelors,Male,1.0,,91.94,10,22829,No
824,25.0,16,Sales,Masters,Female,4.0,97.0,64.28,13,72613,Yes
825,26.0,16,Sales,Masters,Female,3.0,45.0,91.23,1,70879,No
826,46.0,2,Finance,Bachelors,Female,4.0,58.0,96.41,11,34372,No
827,24.0,11,HR,PhD,Male,1.0,57.0,75.31,14,54108,No
828,39.0,5,IT,Bachelors,Female,3.0,45.0,85.23,13,45291,No
829,40.0,10,IT,,Female,4.0,84.0,77.21,2,62266,Yes
830,53.0,2,Marketing,Bachelors,Female,,72.0,77.51,4,39978,No
831,40.0,7,Marketing,PhD,Male,5.0,62.0,72.41,1,46148,Yes
832,32.0,13,IT,Bachelors,Male,1.0,62.0,90.49,3,57754,No
833,21.0,13,Sales,PhD,Female,,65.0,97.45,8,67378,No
834,46.0,9,Sales,Bachelors,Male,2.0,52.0,97.63,8,52681,No
835,34.0,1,Marketing,Bachelors,Male,,46.0,66.99,8,27756,No
836,58.0,13,Finance,PhD,Male,5.0,54.0,94.99,6,73371,No
837,57.0,8,IT,Masters,Female,4.0,83.0,89.5,6,56116,Yes
838,31.0,2,Marketing,PhD,Female,2.0,66.0,70.11,5,30392,No
839,56.0,7,Marketing,Masters,Male,1.0,65.0,62.69,13,47795,No
840,33.0,15,IT,Bachelors,Male,2.0,72.0,70.72,9,67052,No
841,23.0,1,IT,PhD,Male,1.0,54.0,96.49,4,25692,No
842,53.0,5,Sales,PhD,Female,2.0,75.0,85.33,10,38218,No
843,26.0,11,Finance,PhD,Female,1.0,,88.84,12,54803,No
844,30.0,4,Finance,Masters,Male,1.0,94.0,70.29,12,31377,No
845,25.0,1,IT,Masters,Male,2.0,,88.78,12,27086,No
846,43.0,15,HR,Bachelors,Male,2.0,96.0,61.12,7,67182,No
847,30.0,4,Marketing,Masters,Male,1.0,44.0,75.01,1,32160,No
848,22.0,14,Marketing,,Female,5.0,41.0,85.07,9,73576,No
849,33.0,11,IT,,Male,2.0,94.0,65.84,7,60903,No
850,22.0,3,HR,PhD,Female,3.0,97.0,92.92,10,32586,No
851,40.0,14,Sales,PhD,Male,4.0,72.0,69.4,12,67648,Yes
852,21.0,10,IT,Bachelors,Male,1.0,55.0,86.09,9,54313,No
853,57.0,15,IT,PhD,Male,1.0,62.0,76.21,7,63717,No
854,29.0,5,Marketing,Masters,Male,4.0,77.0,83.84,2,43308,Yes
855,37.0,13,IT,Bachelors,Male,5.0,94.0,64.3,6,71407,Yes
856,29.0,17,IT,Bachelors,Female,4.0,55.0,60.68,10,74870,No
857,31.0,11,IT,Bachelors,Male,2.0,53.0,96.38,12,55574,No
858,35.0,10,Marketing,PhD,Male,4.0,68.0,70.79,11,58827,Yes
859,44.0,12,Sales,Bachelors,Male,1.0,65.0,92.79,4,60986,No
860,58.0,10,Sales,Bachelors,Female,4.0,74.0,99.97,3,61462,Yes
861,55.0,15,IT,Bachelors,Female,3.0,54.0,68.46,2,75735,No
862,50.0,14,Marketing,,Female,2.0,42.0,70.61,6,69741,No
863,51.0,14,Sales,Masters,Female,4.0,62.0,86.51,8,70769,Yes
864,25.0,3,Sales,Bachelors,Male,1.0,68.0,98.62,6,31733,No
865,,10,Sales,Masters,Male,2.0,73.0,96.63,9,58904,No
866,31.0,18,Marketing,PhD,Male,1.0,72.0,80.12,14,74240,No
867,29.0,14,Marketing,PhD,Female,5.0,,91.8,5,76554,Yes
868,54.0,3,IT,PhD,Male,3.0,,65.43,2,34893,No
869,32.0,12,Finance,PhD,Male,5.0,62.0,99.1,8,70476,Yes
870,,18,Sales,Masters,Female,3.0,46.0,98.57,9,75886,No
871,,1,Finance,Bachelors,Female,4.0,42.0,66.55,14,31854,No
872,,13,Marketing,PhD,Female,2.0,97.0,71.98,10,63318,No
873,42.0,3,Marketing,PhD,Male,4.0,71.0,64.01,4,34258,No
874,49.0,15,Marketing,Masters,Male,,70.0,70.87,6,70382,No
875,28.0,19,Finance,Masters,Female,3.0,57.0,92.64,11,79785,No
876,31.0,13,Marketing,PhD,Male,3.0,82.0,75.13,10,67727,No
877,57.0,14,IT,Bachelors,Female,1.0,46.0,63.54,8,59295,No
878,34.0,2,Marketing,Bachelors,Female,2.0,80.0,73.69,9,27597,No
879,50.0,7,HR,PhD,Male,4.0,40.0,99.26,12,44680,No
880,55.0,15,Finance,Masters,Female,4.0,53.0,85.19,5,72890,No
881,41.0,9,HR,PhD,Female,5.0,91.0,76.65,12,56298,Yes
882,57.0,3,Marketing,PhD,Female,3.0,71.0,66.66,6,30324,No
883,25.0,17,IT,Masters,Male,,45.0,99.45,11,79952,No
884,39.0,1,Sales,PhD,Female,3.0,78.0,92.83,4,24986,No
885,34.0,16,Marketing,PhD,Female,4.0,49.0,71.26,5,74118,No
886,46.0,12,IT,PhD,Female,5.0,46.0,62.8,7,61760,No
887,24.0,3,Finance,Masters,Female,1.0,65.0,62.27,9,33758,No
888,45.0,10,HR,Bachelors,Female,,73.0,64.82,10,58228,No
889,45.0,6,HR,Bachelors,Female,1.0,69.0,83.23,11,35906,No
890,38.0,11,HR,Masters,Female,4.0,75.0,97.15,13,61499,Yes
891,28.0,9,Finance,Bachelors,Male,3.0,60.0,79.87,6,48364,No
892,59.0,6,IT,PhD,Male,,99.0,93.72,14,44769,No
893,34.0,12,Finance,Bachelors,Female,4.0,,77.84,6,62413,No
894,52.0,6,HR,PhD,Male,4.0,72.0,88.34,8,49027,Yes
895,58.0,16,Marketing,Bachelors,Male,4.0,49.0,89.27,11,78939,No
896,53.0,9,Sales,Masters,Female,2.0,90.0,66.96,4,55261,No
897,43.0,9,Finance,Bachelors,Male,2.0,,74.45,3,49081,No
898,35.0,3,Finance,Bachelors,Female,5.0,81.0,85.49,14,39448,No
899,53.0,19,IT,Bachelors,Female,5.0,90.0,62.83,7,85258,Yes
900,45.0,3,IT,Masters,Female,1.0,51.0,74.46,5,28107,No
901,37.0,6,Finance,Bachelors,Female,2.0,95.0,81.39,2,44928,No
902,53.0,0,HR,Masters,Female,2.0,55.0,99.85,2,21933,No
903,22.0,11,Sales,PhD,Male,2.0,80.0,78.98,11,54829,No
904,34.0,12,IT,Bachelors,Female,5.0,71.0,92.64,6,69633,Yes
905,59.0,9,HR,Masters,Male,4.0,54.0,77.28,8,55006,No
906,26.0,14,Marketing,Masters,Female,3.0,66.0,91.86,1,64559,No
907,26.0,12,IT,Bachelors,Female,5.0,67.0,83.82,11,62741,Yes
908,23.0,8,HR,PhD,Female,2.0,56.0,95.46,6,48830,No
909,27.0,8,HR,Masters,Male,5.0,85.0,76.44,12,56523,Yes
910,28.0,14,Sales,Bachelors,Female,1.0,98.0,84.17,2,59625,No
911,35.0,9,Sales,PhD,Female,2.0,,85.2,2,47690,No
912,49.0,9,Marketing,Masters,Female,1.0,97.0,76.7,7,52282,No
913,53.0,7,HR,Masters,Female,2.0,41.0,65.77,10,46310,No
914,50.0,15,HR,PhD,Male,5.0,75.0,63.74,1,73006,Yes
915,59.0,16,Sales,PhD,Female,4.0,89.0,60.67,6,75302,Yes
916,47.0,4,IT,Bachelors,Male,3.0,46.0,94.94,14,34088,No
917,,3,IT,Bachelors,Female,1.0,52.0,69.46,7,32007,No
918,,17,Finance,Masters,Male,5.0,54.0,68.46,14,80611,No
919,58.0,18,Sales,PhD,Male,4.0,,89.44,8,86372,Yes
920,53.0,3,Finance,PhD,Female,5.0,,72.8,7,41928,No
921,57.0,6,Sales,PhD,Female,1.0,99.0,80.24,6,39490,No
922,47.0,9,Marketing,Masters,Male,3.0,61.0,66.5,9,56378,No
923,53.0,17,HR,PhD,Female,5.0,65.0,98.39,13,77597,Yes
924,24.0,18,Marketing,PhD,Female,2.0,72.0,94.06,3,76747,No
925,42.0,3,Sales,Masters,Female,4.0,50.0,94.55,11,34670,No
926,22.0,9,HR,Bachelors,Male,5.0,49.0,76.27,6,60431,No
927,,0,IT,Bachelors,Female,4.0,64.0,90.49,4,25580,No
928,25.0,17,IT,Masters,Female,2.0,76.0,65.76,2,77432,No
929,30.0,4,Finance,PhD,Female,3.0,87.0,60.34,1,41330,No
930,53.0,14,Sales,Masters,Male,3.0,82.0,60.8,12,65506,No
931,,16,Sales,Bachelors,Female,2.0,92.0,83.46,12,71725,No
932,33.0,2,IT,Bachelors,Male,4.0,77.0,78.22,14,33300,No
933,51.0,11,Marketing,Masters,Female,5.0,80.0,80.72,1,67941,Yes
934,56.0,1,HR,Masters,Male,2.0,84.0,60.3,11,30759,No
935,44.0,0,Marketing,Bachelors,Female,1.0,63.0,76.91,10,24002,No
936,35.0,16,Marketing,Masters,Female,4.0,,88.72,3,80073,Yes
937,49.0,15,IT,Bachelors,Male,3.0,85.0,77.71,4,72131,No
938,28.0,4,IT,Masters,Male,2.0,95.0,89.29,2,39831,No
939,25.0,14,IT,Masters,Male,3.0,72.0,69.32,13,67537,No
940,49.0,2,Finance,Masters,Female,4.0,,92.53,12,31335,No
941,24.0,6,Marketing,Bachelors,Female,3.0,63.0,83.54,11,43321,No
942,32.0,10,Sales,Masters,Female,2.0,76.0,68.43,11,51985,No
943,22.0,9,HR,Bachelors,Female,4.0,96.0,69.47,14,50559,Yes
944,47.0,8,Finance,Bachelors,Male,,41.0,85.12,11,41713,No
945,51.0,13,Sales,Masters,Female,,71.0,93.2,1,62593,No
946,56.0,12,Marketing,Masters,Female,5.0,96.0,76.63,4,64988,Yes
947,56.0,1,IT,Bachelors,Female,2.0,99.0,70.33,7,28203,No
948,46.0,2,Marketing,Bachelors,Female,4.0,63.0,94.68,10,29256,No
949,47.0,6,HR,PhD,Female,2.0,48.0,86.77,11,45768,No
950,25.0,17,Finance,Bachelors,Female,1.0,43.0,77.92,6,68037,No
951,,2,Finance,PhD,Female,1.0,56.0,79.52,6,31652,No
952,31.0,9,HR,PhD,Male,5.0,56.0,68.17,11,61632,No
953,30.0,6,Sales,PhD,Female,3.0,92.0,85.07,9,40832,No
954,58.0,8,Sales,Masters,Female,4.0,89.0,74.35,14,54600,Yes
955,26.0,16,Finance,Masters,Female,4.0,87.0,99.83,2,76167,Yes
956,28.0,10,Finance,Bachelors,Female,3.0,69.0,79.21,4,51432,No
957,43.0,6,IT,PhD,Male,1.0,79.0,79.44,5,39151,No
958,46.0,13,Sales,Masters,Male,1.0,97.0,82.63,1,62411,No
959,32.0,18,HR,Masters,Male,2.0,50.0,96.67,8,74751,No
960,46.0,3,Sales,Masters,Male,5.0,60.0,92.03,8,38997,No
961,,5,IT,Masters,Male,5.0,60.0,78.05,6,45720,No
962,38.0,9,Finance,,Male,5.0,57.0,88.75,12,59616,No
963,45.0,6,Finance,PhD,Female,2.0,94.0,83.45,5,37256,No
964,53.0,12,IT,PhD,Male,5.0,68.0,79.69,8,61671,Yes
965,,13,HR,PhD,Male,3.0,63.0,67.69,3,60489,No
966,56.0,3,Finance,PhD,Female,2.0,49.0,78.56,3,34889,No
967,24.0,7,Marketing,Bachelors,Male,3.0,84.0,69.83,2,44096,No
968,25.0,4,Finance,PhD,Female,2.0,56.0,96.59,5,32682,No
969,57.0,0,Marketing,,Female,5.0,57.0,73.42,3,27460,No
970,28.0,3,IT,PhD,Male,,81.0,98.09,3,34529,No
971,48.0,2,IT,Bachelors,Female,3.0,87.0,81.32,6,32121,No
972,51.0,8,Finance,Masters,Male,3.0,59.0,85.26,8,46975,No
973,29.0,7,Sales,PhD,Male,2.0,76.0,81.72,2,43216,No
974,49.0,0,Marketing,PhD,Female,4.0,84.0,65.18,4,32581,No
975,34.0,5,HR,PhD,Female,5.0,57.0,75.03,11,44515,No
976,42.0,8,Finance,Masters,Male,,56.0,63.97,7,50692,No
977,,6,HR,Masters,Female,4.0,48.0,84.92,1,50776,No
978,43.0,3,Finance,Bachelors,Female,5.0,53.0,77.87,1,38939,No
979,21.0,12,Sales,Masters,Male,5.0,88.0,91.12,12,66563,Yes
980,57.0,16,Sales,Masters,Male,3.0,68.0,68.82,13,71963,No
981,41.0,1,Sales,PhD,Female,3.0,,66.58,10,28529,No
982,46.0,4,Sales,,Male,,43.0,76.25,7,37786,No
983,56.0,11,IT,PhD,Male,4.0,57.0,97.06,14,62200,No
984,43.0,7,IT,PhD,Male,4.0,,88.42,7,44976,Yes
985,,5,Marketing,Masters,Male,3.0,59.0,76.76,1,43345,No
986,35.0,7,HR,Bachelors,Male,5.0,95.0,80.69,1,46045,Yes
987,41.0,17,Finance,Bachelors,Male,3.0,95.0,63.37,4,73193,No
988,29.0,2,Finance,Masters,Male,5.0,86.0,99.38,5,35512,No
989,29.0,11,IT,Bachelors,Female,,82.0,86.66,5,62943,Yes
990,30.0,2,Finance,PhD,Male,3.0,83.0,71.42,4,33282,No
991,46.0,5,IT,PhD,Female,1.0,48.0,83.43,8,32246,No
992,55.0,1,Marketing,Masters,Female,,52.0,64.38,7,29219,No
993,45.0,11,HR,Bachelors,Female,5.0,,98.63,9,66983,No
994,,1,Marketing,,Male,5.0,66.0,66.99,7,28636,No
995,31.0,5,Sales,PhD,Male,,54.0,85.92,10,35775,No
996,58.0,16,Sales,Masters,Female,2.0,67.0,69.82,1,69421,No
997,22.0,2,Sales,Bachelors,Male,1.0,,88.7,13,32280,No
998,27.0,1,Marketing,Masters,Female,1.0,94.0,91.07,14,24183,No
999,38.0,19,Finance,Bachelors,Male,5.0,58.0,86.94,7,82712,No
1000,47.0,7,HR,PhD,Male,4.0,65.0,84.58,1,49845,Yes
